TABLE 5.6.2.1 NEA Mackerel). CATCH IN NUMBER

Units  :  Thousands 
    year
age    1972   1973   1974   1975   1976   1977   1978   1979   1980   1981
  0   10707  16997  29277  36171  62510   6077  34623 114529  33101  56682
  1   34979  46267 108077  62908 282818 175220  34513 360698 411327 276229
  2   51652  74544  47410  92385 249293 328732 560738  62909 393025 502365
  3  194461 109015 155390  84509 374245 226560 449338 609522  64549 231814
  4  650980 415015 148543 265129 176793 236116 279236 385578 328206  32814
  5       0 814518 424462 164673 314261  67758 282158 250755 254172 184867
  6       0      0 673317 251420 133822 186619  78877 248099 142978 173349
  7       0      0      0 991632 379790 105004 172213  92655 145385 116328
  8       0      0      0      0 478925 229803  73933 169605  54778 125548
  9       0      0      0      0      0 236966 127975  73900 130771  41186
  10      0      0      0      0      0      0 243333 102363  39920 146186
  11      0      0      0      0      0      0      0 204291  56210  31639
  12      0      0      0      0      0      0      0      0 104927 199615
    year
age    1982   1983   1984   1985   1986   1987   1988   1989   1990   1991
  0   11180   7333 287287  81799  49983   7403  57644  65400  24246  10007
  1  213936  47914  31901 268960  58126  40126 152656  64263 140534  58459
  2  432867 668909  86064  20893 424563 156670 137635 312739 209848 212521
  3  472457 433744 682491  58346  38387 663378 190403 207689 410751 206421
  4  184581 373262 387582 445357  76545  56680 538394 167588 208146 375451
  5   26544 126533 251503 252217 364119  89003  72914 362469 156742 188623
  6  138970  20175  98063 165219 208021 244570  87323  48696 254015 129145
  7  112476  90151  22086  62363 126174 150588 201021  58116  42549 197888
  8   89672  72031  61813  19562  42569  85863 122496 111251  49698  51077
  9   88726  48668  47925  47560  13533  34795  55913  68240  85447  43415
  10  27552  49252  37482  37607  32786  19658  20710  32228  33041  70839
  11  91743  19745  30105  26965  22971  25747  13178  13904  16587  29743
  12 156121 132040  69183  97652  81153  63146  57494  35814  27905  52986
    year
age    1992   1993   1994   1995   1996   1997   1998   1999   2000   2001
  0   43447  19354  25368  14759  37956  36012  61127  67003  36345  26034
  1   83583 128144 147315  81529 119852 144390  99352  73597 102407  40315
  2  156292 210319 221489 340898 168882 186481 229767 132994 142898 158943
  3  356209 266677 306979 340215 333365 238426 264566 223639 275376 234186
  4  266591 398240 267420 275031 279182 378881 323186 261778 390858 297206
  5  306143 244285 301346 186855 177667 246781 361945 281041 295516 309937
  6  156070 255472 184925 197856  96303 135059 207619 244212 241550 231804
  7  113899 149932 189847 142342 119831  84378 118388 159019 175608 195250
  8  138458  97746 106108 113413  55812  66504  72745  86739 106291 120241
  9   51208 121400  80054  69191  59801  39450  47353  50613  52394  72205
  10  36612  38794  57622  42441  25803  26735  24386  30363  31280  42529
  11  40956  29067  20407  37960  18353  13950  16551  17048  18918  20546
  12  68205  68217  57551  39753  30648  24974  22932  32446  34202  40706
    year
age    2002   2003   2004   2005   2006   2007
  0   70409  14409   5168   5014  58294  15374
  1  222214 182121  24617  44235  69303  79398
  2   69728 265153 425834 131909 165134 189765
  3  366981  88950 499455 661629 156631 227859
  4  349853 290227 142792 289505 468403 204001
  5  262485 230568 244885 118453 194147 448612
  6  236927 180479 137998 119907  96817 200620
  7  151241 132355  83997  63297  73749  75312
  8  118814  93165  61426  38025  33234  58619
  9   79919  74779  37614  23744  18785  28301
  10  43776  45793  32816  18703  13951  16451
  11  21606  25691  15385   7863   8313  11796
  12  40260  30887  18151  10558  10071  13548


TABLE 5.6.2.2 NEA Mackerel). WEIGHTS AT AGE IN THE CATCH

Units  :  Kg 
    year
age   1972  1973  1974  1975  1976  1977  1978  1979  1980  1981  1982  1983
  0  0.052 0.050 0.051 0.050 0.059 0.056 0.036 0.016 0.057 0.060 0.053 0.050
  1  0.135 0.145 0.136 0.148 0.137 0.136 0.135 0.137 0.131 0.132 0.131 0.168
  2  0.277 0.194 0.229 0.177 0.207 0.169 0.161 0.161 0.249 0.248 0.249 0.219
  3  0.341 0.285 0.261 0.259 0.263 0.275 0.250 0.243 0.285 0.287 0.285 0.276
  4  0.423 0.368 0.334 0.323 0.320 0.333 0.325 0.318 0.345 0.344 0.345 0.310
  5    NaN 0.448 0.392 0.348 0.346 0.352 0.345 0.348 0.378 0.377 0.378 0.386
  6    NaN   NaN 0.481 0.430 0.406 0.407 0.403 0.401 0.454 0.454 0.454 0.425
  7    NaN   NaN   NaN 0.488 0.443 0.446 0.421 0.416 0.498 0.499 0.496 0.435
  8    NaN   NaN   NaN   NaN 0.518 0.546 0.518 0.506 0.520 0.513 0.513 0.498
  9    NaN   NaN   NaN   NaN   NaN 0.537 0.536 0.513 0.542 0.543 0.541 0.545
  10   NaN   NaN   NaN   NaN   NaN   NaN 0.529 0.537 0.574 0.573 0.574 0.606
  11   NaN   NaN   NaN   NaN   NaN   NaN   NaN 0.522 0.590 0.576 0.574 0.608
  12 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.580 0.584 0.582 0.614
    year
age   1984  1985  1986  1987  1988  1989  1990  1991  1992  1993  1994  1995
  0  0.031 0.055 0.039 0.076 0.055 0.049 0.085 0.068 0.051 0.061 0.046 0.072
  1  0.102 0.144 0.146 0.179 0.133 0.136 0.156 0.156 0.167 0.134 0.136 0.143
  2  0.184 0.262 0.245 0.223 0.259 0.237 0.233 0.253 0.239 0.240 0.255 0.234
  3  0.295 0.357 0.335 0.318 0.323 0.320 0.336 0.327 0.333 0.317 0.339 0.333
  4  0.326 0.418 0.423 0.399 0.388 0.377 0.379 0.394 0.397 0.376 0.390 0.390
  5  0.344 0.417 0.471 0.474 0.456 0.433 0.423 0.423 0.460 0.436 0.448 0.452
  6  0.431 0.436 0.444 0.512 0.524 0.456 0.467 0.469 0.495 0.483 0.512 0.501
  7  0.542 0.521 0.457 0.493 0.555 0.543 0.528 0.506 0.532 0.527 0.543 0.539
  8  0.480 0.555 0.543 0.498 0.555 0.592 0.552 0.554 0.555 0.548 0.590 0.577
  9  0.569 0.564 0.591 0.580 0.562 0.578 0.606 0.609 0.597 0.583 0.583 0.594
  10 0.628 0.629 0.552 0.634 0.613 0.581 0.606 0.630 0.651 0.595 0.627 0.606
  11 0.636 0.679 0.694 0.635 0.624 0.648 0.591 0.649 0.663 0.647 0.678 0.631
  12 0.663 0.710 0.688 0.718 0.697 0.739 0.713 0.708 0.669 0.679 0.713 0.672
    year
age   1996  1997  1998  1999  2000  2001  2002  2003  2004  2005  2006  2007
  0  0.058 0.076 0.065 0.062 0.063 0.069 0.052 0.081 0.086 0.067 0.042 0.093
  1  0.143 0.143 0.157 0.176 0.135 0.172 0.160 0.171 0.160 0.149 0.099 0.121
  2  0.226 0.230 0.227 0.235 0.227 0.224 0.256 0.271 0.267 0.270 0.196 0.218
  3  0.313 0.295 0.310 0.306 0.306 0.305 0.307 0.338 0.326 0.307 0.307 0.295
  4  0.377 0.359 0.354 0.361 0.363 0.376 0.367 0.387 0.402 0.366 0.357 0.369
  5  0.425 0.415 0.408 0.404 0.427 0.424 0.425 0.439 0.422 0.434 0.428 0.408
  6  0.484 0.453 0.452 0.452 0.463 0.474 0.460 0.477 0.488 0.440 0.480 0.453
