# n.years 
45
# start.yr 
1972
# end.yr 
2016
# n.surv 
3
# n.obs 
115
# obs 
2 1 1972
46 2 1972
1 3 1973
10 2 1974
1 1 1975
2 2 1975
3 2 1976
1 1 1977
33 1 1978
3 2 1978
111 2 1979
89 3 1979
247 1 1980
129 2 1980
40 3 1980
1456 1 1981
70 3 1981
710 1 1982
275 2 1982
54 3 1982
71 1 1983
243 2 1983
58 3 1983
523 1 1984
185 2 1984
39 3 1984
1851 1 1985
407 2 1985
38 3 1985
780 1 1986
123 2 1986
18 3 1986
934 1 1987
297 2 1987
146 3 1987
1679 1 1988
162 2 1988
112 3 1988
1514 1 1989
2120 2 1989
512 3 1989
2552 1 1990
1204 2 1990
4400 1 1991
873 2 1991
176 1 1992
1616 2 1992
1358 1 1993
1103 2 1993
537 1 1994
595 2 1994
74 1 1995
230 2 1995
164 3 1995
337 1 1996
675 2 1996
691 3 1996
9374 1 1997
918 2 1997
355 3 1997
1522 1 1998
953 2 1998
170 3 1998
804 1 1999
1260 2 1999
344 3 1999
7346 1 2000
338 2 2000
106 3 2000
971 1 2001
5531 2 2001
909 3 2001
2008 1 2002
260 2 2002
925 3 2002
12048 1 2003
3109 2 2003
1116 3 2003
6528 1 2004
2052 2 2004
4175 3 2004
498 1 2005
3999 2 2005
4822 3 2005
10858 1 2006
2700 2 2006
2106 3 2006
4443 1 2007
2439 2 2007
3854 3 2007
8426 1 2008
2317 2 2008
4008 3 2008
15295 1 2009
14712 2 2009
1689 3 2009
7493 1 2010
13230 2 2010
8073 3 2010
5461 1 2011
6160 2 2011
1215 3 2011
22768 1 2012
11103 2 2012
3285 3 2012
5 1 2013
9314 2 2013
2957 3 2013
1851 3 2014
2011 1 2015
1200 2 2015
645 3 2015
20710 1 2016
1442 2 2016
1545 3 2016
# checksum 
42
42
